future_id,primary_id,group_1_ef_agrc_anaerobicdom_rice_kg_ch4_ha,group_2_frac_agrc_agriculture_production_lost,group_3_frac_agrc,group_4_qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture,group_5_nemomod_entc_frac_min_share_production_fp_hydrogen,group_6_nemomod_en,group_7_frac_fgtv_reduction_in_fugitive_leaks,group_8_frac_fgtv_drained_and_waste_ch4_flared_fuel,group_9_efficfactor_enfu_industrial_energy_fuel,group_10_scalar_inen_energy_demand,group_11_frac_inen_energy,group_12_frac_ippu_cement_clinker,group_13_ef_ippu_tonne_c,group_14_ef_ippu_tonne_n2o_per,group_15_ef_ippu_tonne_c,group_16_pij_lndu,group_17_frac_lndu_improved_pastures,group_18_lndu_reallocation_factor,group_19_gasrf_lsmm_biogas_anaerobic,group_20_frac_lvst_mm,group_21_frac_lvst_mm,group_22_frac_lvst_mm_chickens,group_23_ef_lvst_entferm,group_24_frac_gnrl_eating_red_meat,group_25_frac_ippu_production_with_co2_capture,group_26_scalar_scoe_heat_energy_demand,group_27_scalar_scoe_appliance_energy_demand,group_28_frac_scoe_heat_energy,group_29_demscalar_soil_liming_per_area,group_30_demscalar_soil_fertilizer_n_per_area,group_31_demscalar_trde,group_32_elecfuelefficiency_trns,group_33_fuelefficiency_trns,group_34_occrate_trns_passenger_per_vehicle_road_light,group_35_frac_trns_fuelmix_road_light,group_36_frac_trns_fuelmix_water_borne,group_37_frac_trns_fuelmix,group_38_frac_trns_fuelmix_rail,group_39_frac_trns_mtkm_dem_freight,group_40_frac_trns_pkm_dem_private_and_public,group_41_frac_trns_pkm_dem_regional,group_42_gasrf_trww_biogas_treated,group_43_frac_waso,group_44_frac_waso_lgc_recovered_for_energy,group_45_frac_waso_recycled,group_46_cost_enfu_fuel,group_47_nemomod_entc,group_48_nemomod_entc,group_49_nemomod_entc,group_50_nemomod_enst_capital_cost_st,group_51_exports_enfu_pj_fuel,group_52_gdp_mmm_usd,group_53_population_gnrl,group_54_elasticity_scoe_enerdem_per,group_55_elasticity_trde_mtkm_to_gdp_freight,group_56_elasticity_trde_pkm_to_gdppc,group_57_elasticity_ippu,group_58_elasticity_ippu_product_use,emission_avg_last_five_years,emission_total,production_total,production_cost_total,technical_cost,air_pollution,num_jobs,earning_per_job
1,402403,0.073998107327805,0.6928218605928309,0.9794816005717406,0.0510575509580238,0.1882605563771296,0.5818162208267986,0.698144615458351,0.2165012021541773,0.3711987648839627,0.101866516904562,0.0360683310430321,0.7381849751582619,0.7728420484892773,0.5565780665952333,0.1666253216362366,0.8329800506154214,0.0392019937965761,0.1917976447935694,0.1367752638733171,0.4769762936749795,0.1193727004033674,0.9629466502469164,0.758725197093209,0.2526155703817344,0.8809476884464297,0.621820817235707,0.664243287430146,0.5336549480356718,0.0822147688295663,0.4244703245045513,0.1291223572367004,0.6629219888539504,0.9998284802516464,0.7340882882779334,0.6103915263658218,0.1669706584153185,0.5392912648186079,0.7032802938866531,0.2759098516375077,0.4427214146349623,0.8625374942658387,0.8597343230595693,0.5743213986765638,0.0741434875054792,0.7682850515772327,0.3361357991938981,0.2845719798419711,0.5671895033022591,0.6532232286890846,0.662849493140015,0.1152618042714268,0.6018281978988547,0.9541571182934948,0.5087369096258131,0.7811229905799407,0.3133223545723606,0.7926610455012442,0.700647201077718,134.25071257256323,4713.726380813385,1127682481.9854555,13245499377.754204,-65.99409772572466,29.969679138065715,3419.2227709565323,76428.98386365101
2,402404,0.4250233303817881,0.7292067429055624,0.3844890597124417,0.4369177295510592,0.6218260022148238,0.1685964615575969,0.7259345591574669,0.167295005499127,0.7231216895053102,0.1864047596136588,0.3858591802693674,0.1715096574827843,0.2816350285887389,0.6668400710051255,0.5144905436092034,0.462301510007633,0.2941885348035454,0.5695606677077621,0.8530373629109361,0.1483263369572214,0.5096065130910296,0.7112236539358318,0.9609589639486305,0.7334576730685025,0.8032394158395278,0.3955915712416368,0.1599338855097103,0.7617435420012564,0.6787732112468303,0.352766462123283,0.7566248355242856,0.6205462791431324,0.7368994959514671,0.1659272642625173,0.1375490579271906,0.5402325216980588,0.9550243581088496,0.4707989435799899,0.2544658685360453,0.236753188490275,0.958362269453619,0.5183284697780682,0.618112505910113,0.9886902326847458,0.9394763373751104,0.8627936458946166,0.890697060528761,0.7389897693887496,0.6857307699334141,0.3709172869350172,0.2993818115023591,0.9795541547517004,0.4957442270672945,0.9736135431136584,0.1347990917746847,0.8623601667888618,0.0318650831150832,0.6827102376236324,164.38764427765605,5168.255434356892,939703992.7379204,13653425140.672636,-216.57817412098433,21.848342399191854,20407.337620724662,141103.4697846818
3,402405,0.8818455946766608,0.7615540904016914,0.3251301263167412,0.2055971875638331,0.2370304694054688,0.6827748926773077,0.7182157973570119,0.4527014338650876,0.7619186730686563,0.6020023320133608,0.6236661478352282,0.869707663068809,0.3065383804538061,0.0064307394167186,0.1120642530791843,0.1599923604270004,0.9253899957925472,0.6063562952436569,0.0709296935053766,0.5731921479977913,0.2067757423403329,0.4582285151998407,0.3377516591491169,0.4812860175486499,0.2742781433912106,0.8871381891479813,0.5288527705813959,0.9745851056686188,0.9660268423653308,0.3055376034915561,0.9206117075356134,0.1083736385319444,0.0168952820500334,0.7465307929323185,0.7106906167877822,0.8840694350296995,0.9420666481348284,0.9144026714482286,0.0867975465008455,0.4672176167497704,0.8981529994182454,0.1534898894741371,0.743461655161578,0.5485246448200307,0.1807832034844309,0.4620121160944629,0.2152667908132036,0.19504213293815,0.1792749600794889,0.1059105255327335,0.3335935750713777,0.0887413462139801,0.6131662782726035,0.0531749240278384,0.5413653657600729,0.0637966232051096,0.5785085386101562,0.3483476921736097,104.15100222093167,4411.805578567306,824554461.4106864,13386080601.1684,-111.17323903825827,34.27161296641236,9067.43683703523,118062.71712596355
4,402406,0.0751057709149296,0.5423130268700035,0.6680992926500386,0.5774335880876145,0.7670790076955646,0.804252505536367,0.966783575728232,0.248883879341348,0.0828408308546261,0.381400363016754,0.5930797845240308,0.6213240753104736,0.4681470813561495,0.3837551464846968,0.4773710929057447,0.6421138249050097,0.4138309083607976,0.449233969164683,0.2806318514380617,0.5412367474044272,0.877807495353981,0.514869460500413,0.1691249480182551,0.3838627427253486,0.195512556717993,0.4951640648365814,0.1056068710124019,0.6557590928521354,0.3077009499632609,0.0102111839096267,0.0581348535066075,0.4061291267058228,0.9277996731532904,0.0776118009230033,0.1770962286922315,0.733328041555743,0.7621535075668074,0.4476151607134016,0.0652110132958516,0.1707248686625843,0.7525752552421979,0.205382700494909,0.782715197702764,0.1085265705356396,0.910140659323706,0.1881533325968926,0.5316008808538357,0.5941923797097011,0.5599905728098054,0.6959831766628418,0.9861897025568273,0.743630277084868,0.4871563724661728,0.8859473108222219,0.6285543257910343,0.4875216164548809,0.5363503312720831,0.8559462423218254,157.6804525416854,5094.99506563812,915371811.2562602,13917650850.74047,-307.94225989801333,21.088306073834346,41472.11063677394,137041.19843892817
5,402407,0.0573376442533806,0.4778787109214426,0.8665914449646344,0.1616893082801872,0.2824947391041017,0.282663882133383,0.3101820249593576,0.9919454730770608,0.953932445253301,0.8640614289624818,0.1347669949814821,0.4447006734753888,0.853241322976031,0.0308819412275565,0.6371000964526345,0.3866441924117113,0.993597388306922,0.1557259792923022,0.2060704177593037,0.8409927209269928,0.9952756830361968,0.2745718843711961,0.8269778438100228,0.732066776994865,0.326059435420144,0.0676914808555243,0.0349318203633068,0.9782495574789336,0.6717375780333478,0.2238665438520246,0.2225767896954463,0.4328759146663293,0.1144038920156289,0.9930850017895776,0.5809698049837032,0.9311292175395084,0.9397109549989492,0.0867532730940375,0.2586655900008122,0.2079673363168989,0.8567358302464754,0.6036000730863139,0.5212640821872336,0.4435630289023246,0.269442530910355,0.7086947188776861,0.8387455977713454,0.6976081141265709,0.8892566831933602,0.4940818086243145,0.8184062413306461,0.3755773703028194,0.3943098414589951,0.2234948059536197,0.3968045517570728,0.8764803119972863,0.0483580082781305,0.0429008973957482,187.3141448450846,5488.927406213429,918878375.0115252,11694214687.7011,-176.0199133320699,27.938870347281153,18783.878728045624,99521.53786311444
6,402408,0.5111326177556728,0.698963273990542,0.7115047059552683,0.6839947232298837,0.4371265347049919,0.2273322341202026,0.3551194493784537,0.640985915873051,0.8448160954248969,0.8336152786701189,0.2145032389596012,0.416520448631123,0.4832818534087398,0.1220801682913134,0.3953894565142713,0.2738017398904356,0.3808232069721212,0.403534184182365,0.9532002369172284,0.1548323299029204,0.4383774834503291,0.902639589041406,0.2484793914035545,0.797675191998716,0.8872776169659388,0.4512772202561209,0.5968854902356501,0.4354235041916248,0.8832363986648094,0.3107821846106706,0.7023191138104958,0.796353281281173,0.7865494570333466,0.7840711669185382,0.1322304223230128,0.504466173701938,0.5536864888245939,0.3679812489519513,0.1651560958406118,0.4830336160144585,0.3589379439355958,0.661733968145218,0.8557817669561627,0.9410525605956424,0.2914411452762149,0.9845564366834052,0.0923824701780639,0.3015002774211827,0.3709522106166936,0.0153463282623388,0.2006553436223767,0.9518441489986992,0.2451417856946953,0.1219499599602675,0.7144378914505938,0.8292661995530777,0.2567558485899606,0.6775967231612957,154.25918411909927,5011.043324478646,922911829.2364464,12127296437.177382,-136.32219131636745,19.63460180341759,11891.737993673009,151052.500899269
7,402409,0.0565357857339753,0.3470370104224999,0.6019263694046296,0.2509266944760751,0.0254729098891348,0.2333819710455535,0.9829488193370906,0.6169533491232243,0.6021044525606879,0.1282457955819508,0.9965311160967008,0.2384653808493094,0.3892907825673478,0.1568254067798056,0.9972976958992702,0.4705248978450566,0.9019356404146072,0.8084600783059798,0.1539438804806111,0.1173768010892154,0.5647478647689159,0.6109650637461485,0.8846131597230215,0.6497645746135501,0.3560781311438135,0.5945800769728968,0.669698314905845,0.6591512358149378,0.195351521360046,0.6544421104263995,0.1363413324516211,0.953667141220613,0.8497769212783026,0.5923369524978579,0.8608622358785187,0.1697021756427013,0.4322974582177544,0.4617136027802674,0.5454854765336556,0.8470114646645539,0.907299598387559,0.7012220418701777,0.9811562681643314,0.5757784191790521,0.2890815219164603,0.8617839540333329,0.676793566099683,0.3515470791112833,0.2267144332044288,0.4858078710346696,0.004047237499739,0.7938171224788281,0.989676650554402,0.8382986809091173,0.746323699927661,0.4041778919623657,0.2970844640344793,0.2541217912639922,124.8067080662195,4673.230701086821,750516213.1850162,15541046617.527729,-153.0636815420106,10.965906047146795,10430.440787285614,142438.81938029165
8,402410,0.3401358553516935,0.6354535346972897,0.3193895021277934,0.0390614847662919,0.1439389853416124,0.7288221398159882,0.790596552573453,0.7277142338700687,0.9608910203084589,0.2231854649048631,0.8042953181742002,0.4895802471535148,0.6647894160039994,0.0147301746413073,0.6619906632559872,0.4083875924078083,0.5219614779062322,0.4108536586694295,0.235344923017413,0.223562763675519,0.5079906018216387,0.911432295057836,0.9034940240237308,0.9632656866560322,0.5355346224926717,0.3488631179598767,0.9644687988492548,0.9586574535104966,0.339004481020559,0.3517987551050827,0.0377526172607071,0.91962796439026,0.9392570193663566,0.5225702132582893,0.1073184594711343,0.1675874536764471,0.6957863030216495,0.4457379458074282,0.051083185995137,0.2027554868877387,0.5293903002314587,0.551159948058812,0.2729355152208218,0.6500063992307954,0.4118580284191846,0.1080603703221031,0.2229224773920989,0.5654990673620207,0.3847101252027031,0.6457294015848988,0.7561952764371801,0.3711487293352777,0.816042345932885,0.6131130749525343,0.6971509859028445,0.9305181928793136,0.4599191663613324,0.2126596791343254,153.5699009711305,4899.441642667456,785047870.52682,14707076188.091063,-148.49159266406176,23.014062999614794,12185.683102160316,96852.43144613368
9,402411,0.8554461083386407,0.7201278259589203,0.5413694768826054,0.4594699158392415,0.2810386856306148,0.3993217588990485,0.1603217163946182,0.3727011992711431,0.849531160153117,0.7699932032166116,0.3180142210856952,0.5635740247357244,0.114607728505915,0.1124011931428637,0.321847352670749,0.2484345288383545,0.5780599760544858,0.4738614146793691,0.2930323958049008,0.6660370565431966,0.9973733792909164,0.4405576717408539,0.1258830104617384,0.7682463916862328,0.7210859748841715,0.7683413490377595,0.5303072742347953,0.6299364199273904,0.8018284345645547,0.0334460770725045,0.3472265585501161,0.2317812303554207,0.998450578824273,0.5512484037986486,0.9425017776056202,0.2071394362028901,0.6860532656775032,0.5136825777032871,0.9036846292891432,0.5832949269020222,0.0640595691375822,0.297085918603271,0.1769470924328618,0.8776208142739269,0.3571896261618932,0.7525983470207228,0.7960517233659979,0.157327636547142,0.1542921300616194,0.1886928501000822,0.8868357734420567,0.2761785324929071,0.7116124642881871,0.0713253165190245,0.6125682902725158,0.4796996570644513,0.0701113338446009,0.3909706434812005,162.0123850903829,5146.820997602394,885518115.0075419,12223245145.667044,-164.2622159138921,29.81839319801563,17022.665692905062,154927.11378534453
10,402412,0.524819762368951,0.8156522866410051,0.4026895976952283,0.7817315093956299,0.8458941519875445,0.4312795649126036,0.4068013072390885,0.7138458695007254,0.4296766250940466,0.3928631707155625,0.9481538699374756,0.5115309118622,0.4972578352328781,0.3504717042647404,0.3021087359807275,0.8182049161986978,0.3290595969689248,0.4314618375257462,0.0017454569809337,0.0660531046836249,0.0503052814286716,0.6331685145675299,0.3641067119836639,0.9702361109934642,0.5733513414525578,0.6086370979112663,0.6339794884426259,0.6761962729174275,0.1551907226449048,0.5243931998380046,0.155290425772633,0.3671388399889198,0.2263002987471221,0.6320571676237935,0.8374884320221274,0.4659513764754411,0.1473051485034569,0.8283808480492009,0.2176240599410789,0.3085993602808758,0.4852148925867159,0.5835172810523409,0.5912279972166475,0.4619793289693494,0.870080513068421,0.4022233217167652,0.8057470329175495,0.2362060681866593,0.381863910807006,0.1854516398473017,0.5190430595209987,0.2261270348265631,0.9858424070587596,0.620713794129164,0.8312563382080204,0.5186521762589964,0.518164707090133,0.9525386323044782,130.3138895697165,4739.319957487382,754373247.3287573,14465732019.188068,-191.4548320891364,4.598711235966066,24636.04541645169,177271.75661537462
