future_id,primary_id,group_1_ef_agrc_anaerobicdom_rice_kg_ch4_ha,group_2_frac_agrc_agriculture_production_lost,group_3_frac_agrc,group_4_qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture,group_5_frac_enfu_transmission_loss_fuel_electricity,group_6_nemomod_entc_frac_min_share_production_fp_hydrogen_electrolysis,group_7_nemomod_en,group_8_frac_fgtv_reduction_in_fugitive_leaks,group_9_frac_fgtv_drained_and_waste_ch4_flared_fuel,group_10_efficfactor_enfu_industrial_energy_fuel,group_11_scalar_inen_energy_demand,group_12_frac_inen_energy,group_13_frac_ippu_cement_clinker,group_14_ef_ippu_tonne_c,group_15_ef_ippu_tonne_n2o_per,group_16_ef_ippu_tonne_c,group_17_pij_lndu,group_18_frac_lndu_improved_pastures,group_19_lndu_reallocation_factor,group_20_gasrf_lsmm_biogas_anaerobic,group_21_frac_lvst_mm,group_22_frac_lvst_mm,group_23_frac_lvst_mm_chickens,group_24_ef_lvst_entferm,group_25_frac_gnrl_eating_red_meat,group_26_frac_ippu_production_with_co2_capture,group_27_scalar_scoe_heat_energy_demand,group_28_scalar_scoe_appliance_energy_demand,group_29_frac_scoe_heat_energy,group_30_demscalar_soil_liming_per_area,group_31_demscalar_soil_fertilizer_n_per_area,group_32_demscalar_trde,group_33_elecfuelefficiency_trns,group_34_fuelefficiency_trns,group_35_occrate_trns_passenger_per_vehicle_road_light,group_36_frac_trns_fuelmix_road_light,group_37_frac_trns_fuelmix_water_borne,group_38_frac_trns_fuelmix,group_39_frac_trns_fuelmix_rail,group_40_frac_trns_mtkm_dem_freight,group_41_frac_trns_pkm_dem_private_and_public,group_42_frac_trns_pkm_dem_regional,group_43_gasrf_trww_biogas_treated,group_44_frac_waso,group_45_frac_waso_lgc_recovered_for_energy,group_46_frac_waso_recycled,group_47_cost_enfu_fuel,group_48_nemomod_entc,group_49_nemomod_entc,group_50_nemomod_enst_capital_cost_st,group_51_exports_enfu_pj_fuel,group_52_gdp_mmm_usd,group_53_population_gnrl,group_54_elasticity_scoe_enerdem_per,group_55_elasticity_trde_mtkm_to_gdp_freight,group_56_elasticity_trde_pkm_to_gdppc,group_57_elasticity_ippu,group_58_elasticity_ippu_product_use,emission_avg_last_five_years,emission_total,technical_cost
1,402403,0.3546819600176976,0.6813002129205925,0.6705505366530826,0.3713805867675014,0.5973775034177224,0.390717092677677,0.5546676301188977,0.1763020577850735,0.6531960861612932,0.6486212486209941,0.5079064826006982,0.0881311133856927,0.6662474488407365,0.0392005734312932,0.1321831937152719,0.5010631753485199,0.8141763427702242,0.1406414627424939,0.6413909651196789,0.6509094925064853,0.4744905274899847,0.2503197166050575,0.1690092339667314,0.8723977418506251,0.2116240599410788,0.380009346068206,0.5280005604848884,0.3986305278403987,0.7032934555790636,0.0161004694944467,0.0301387640368726,0.5646951939530207,0.208611576759877,0.932247401526154,0.395506123119753,0.2785008534254728,0.4216517735671372,0.1924636968459926,0.0978685289714703,0.5648543502956195,0.6928904702472304,0.649812738399968,0.7253989322314416,0.2263741529411836,0.0081060836432216,0.9741085103034623,0.6393630777133752,0.2613325305557979,0.1158953106277045,0.4569088592569238,0.3893755078388365,0.0652536161225202,0.4522444978359906,0.3956088607686086,0.1908905588525564,0.6814115871146215,0.1997582656353301,0.9692203778441048,198.51268771220646,6648.34915098011,72.05761734842771
2,402404,0.0236622135391681,0.6598072427000472,0.066548542306666,0.3503645307556002,0.5361602254527086,0.0400422566792915,0.1017763284392662,0.6839330016482607,0.3435982762452924,0.7074710663003179,0.4804003217208266,0.851912697395328,0.6244793774990289,0.9700000434066332,0.5304496584355131,0.4590679769988006,0.3499002014645225,0.9215526657601572,0.8739476633220533,0.944512869499832,0.034389738293525,0.9445884064825036,0.0910115313607588,0.9211753867092322,0.7716239671251202,0.0718896212209657,0.2233957169988857,0.535166555802502,0.8820702369373559,0.2140106057130005,0.9470188926169096,0.4789464861501841,0.5477253600835944,0.3969170841013839,0.951096335284722,0.1216169734044998,0.4187148105307509,0.3891936771094696,0.5425414052294772,0.8760554694460705,0.0410236636325774,0.37942055529301,0.7560906416441231,0.9928739641995838,0.3070305852555286,0.073733103046525,0.5244224940712546,0.1411909792460871,0.6252910080039956,0.3697398554882324,0.4756666337891875,0.0179788864760156,0.9124139861415288,0.8940089369623502,0.0467449811068521,0.0007976962589331,0.725033730817251,0.9023450396127672,228.00167428710193,7129.33181294666,-13.95846387035919
3,402405,0.4146406794679751,0.092022067606016,0.2271371745007425,0.0204537720311878,0.8329060332569029,0.2937999567129545,0.6018901312822498,0.2639126715572503,0.8787542218713981,0.2110350828326719,0.124094824134137,0.947608032793436,0.3591590039079539,0.3097096021099492,0.55299731292242,0.0482875054800218,0.5369392148649874,0.1438725583101645,0.151418898885259,0.9472771973100498,0.5077637572326251,0.1548404869369908,0.9202933320172502,0.0565692511728152,0.6176210064626972,0.6977376054198884,0.425686055478252,0.8948266418387123,0.7432188286200345,0.905430394777988,0.1550032050313759,0.4454711772689963,0.1216334226697132,0.9023006894985484,0.5786469722393178,0.1098212117531459,0.0283494387463094,0.735604460066906,0.0129647171475361,0.6740216474691066,0.0959311863997085,0.1288076726033872,0.7367404060469617,0.6724222045375691,0.4602157591475017,0.351371163781968,0.4387752352373975,0.902956385325474,0.0990147618427983,0.5116024814117791,0.4052918836323124,0.4169291854882879,0.8324134138269755,0.4061028671899191,0.9293654467649616,0.5750668969419245,0.2083497914781047,0.1753651982727165,182.853198277221,6396.992675188776,35.94424938815815
4,402406,0.3073372340616802,0.2049668613912356,0.0501808989385493,0.8054520784804836,0.5583690656911557,0.5061112876505646,0.974177025018134,0.9236166173679649,0.904692687615642,0.9234003047517904,0.4521377476863638,0.9221393701823554,0.0168817289327755,0.6484045522760646,0.2058456914507552,0.2945320713015266,0.7249217108170701,0.689817725002495,0.5944500515774443,0.1526691048740897,0.2397776376378797,0.2809950036286823,0.3635648651561977,0.6085703571081278,0.8550001291818448,0.6301966695213483,0.0938611429387682,0.7998954884688793,0.6207627479017671,0.0201111185465684,0.1438629915485698,0.9187545648244736,0.4563117758336468,0.4057367094981859,0.6923075193325323,0.16825049029189,0.8292625547760188,0.3517575250374523,0.8360278344900895,0.4407324894701359,0.7608729144733933,0.7964279690561201,0.8887888890114523,0.755429602769669,0.7707761748842604,0.3588862884849765,0.0255031935024879,0.8335530452233892,0.6668403190996776,0.3018186851760918,0.5696983470253396,0.7789867365920611,0.9956286041665025,0.9941534980386396,0.9468925418512129,0.5067643355237537,0.2273829655657629,0.1136467388502752,132.27204229696764,5771.905648133026,-5.6604138553095975
5,402407,0.8003550510769609,0.4582853193453644,0.1011709593828749,0.7385944461073175,0.2545478248645846,0.0340292014627921,0.6739973733015402,0.8516711224366473,0.4183745786180133,0.3086685009642939,0.6495060996374605,0.5577081906500709,0.5931681229510365,0.2227521972808208,0.5149901341329779,0.5655788426863587,0.8406012615258467,0.975933671492901,0.995709768963282,0.8966225715346998,0.1465626499923944,0.4145888579654776,0.7631550479159896,0.7078592596854143,0.0954678932073293,0.5557221420056864,0.493545105553532,0.5375137261388251,0.0727888535003817,0.3388631179598766,0.1780703921200796,0.7625419197210432,0.8868276748327973,0.9797609798628016,0.285732713593446,0.186050088893758,0.0524140178791972,0.4775215153371618,0.8006233200467798,0.8273512287959809,0.0043975665999585,0.1699136462552062,0.5396162732392275,0.6159903297250764,0.4529062916146378,0.0618542746406341,0.2253229998486129,0.7183387433212578,0.2911677614103469,0.5075582286886008,0.4994192000171882,0.918567457648422,0.1833572060033241,0.3975119115685298,0.3283222963796348,0.3622337685215266,0.9472915272507088,0.7644924071434991,173.05969418498137,6393.870400914498,-14.126208406350564
6,402408,0.8991177093973931,0.9726046904231508,0.7163750461799382,0.8400507585866397,0.4373689749672264,0.4475182009800927,0.0056729019672098,0.8464396912022352,0.1831814313507954,0.6255500006172102,0.0165799980648815,0.9513185351203628,0.1792783510925947,0.8425404802013033,0.1162703058930057,0.1520338964826862,0.7761495851672155,0.5773236103283159,0.2148263395444903,0.31858848576438,0.8355834910906099,0.7516038939695638,0.2183065985170873,0.5432560180803273,0.938276452514558,0.7667111550551537,0.9984326166651136,0.0862909306316373,0.3953971283815405,0.4946823470115382,0.085842008145622,0.8356887246129499,0.5027752804829313,0.2988728864340567,0.9071021247688584,0.8071413594771124,0.7863510459392302,0.4245712939634641,0.1652068850025578,0.9754638593696464,0.3831450795180847,0.8175203845303174,0.3209811530114805,0.6275943507628288,0.0059418612711306,0.7630338409130385,0.6139072198937792,0.418278669549571,0.375006145798519,0.2362317964221429,0.06535039152963,0.562279104479405,0.7257470921458994,0.4000054517608631,0.2695533395089905,0.3731631645236154,0.240206445644677,0.1022011145855148,180.21239295518012,6391.720807954064,-41.96150773072297
7,402409,0.9442180008646164,0.706390719343594,0.7069481235811275,0.6193846746156554,0.4041909332350615,0.342900222157343,0.6847632600293642,0.4218711544645513,0.5199113370409423,0.2441272778279382,0.783282050636336,0.6291384958080409,0.677397335658867,0.3416768167624595,0.4158301934796118,0.326098653177368,0.2142168510245167,0.6447499741458973,0.6971138526500716,0.7667773486695723,0.4040481099100601,0.8469143831479433,0.8943820862113969,0.5764822118343583,0.7287726445690285,0.0679870397832882,0.5621368788719526,0.2207056552900375,0.5310497823061827,0.2348787104600916,0.8425745011274988,0.2106425485742221,0.2665004987465303,0.8492520509900398,0.0394955796415542,0.1629344025619465,0.1053082517975933,0.7934870489021373,0.505575296646122,0.5886417860213305,0.1879426655180698,0.7553103564890234,0.2187858767554263,0.49529367869543,0.9604785790282836,0.7708701595780882,0.3400936445362396,0.933276747908805,0.7280740749343093,0.7143416790163912,0.3236201849390445,0.746169060087971,0.1199139583964713,0.5382058265618742,0.0054295470765532,0.6350273214966373,0.6696078572163185,0.6968364490125203,170.39891800382753,6272.975870655723,-14.115757684575453
8,402410,0.7619455764964413,0.0175100271102336,0.4057954932932442,0.4390819220965894,0.9078800255995874,0.7311540124213558,0.4103063258154018,0.983127062084755,0.5614242439932519,0.9565301885933232,0.5097847696801301,0.5125696781952933,0.125270326607246,0.6709902955225944,0.7041493373955595,0.0301698317774006,0.2433479945877329,0.7822568464974217,0.9835165039155892,0.45240204008637,0.4694164429250796,0.7330724737673366,0.4218538233610928,0.3840500641658595,0.2622785631427368,0.7531766873398603,0.0108533343691823,0.6683384414042385,0.9738042094647068,0.2181917037502778,0.5404190854517317,0.8308367137666537,0.6214463664082716,0.1473260005300495,0.8011738063459166,0.9329692876054916,0.5266939718729732,0.7956438869536954,0.0576548919445157,0.7983950963301853,0.4091987851726691,0.9383115963863043,0.7205538664852175,0.5986051499154773,0.8075340887342666,0.538013641612406,0.0593783586548838,0.8753249074544394,0.5073537372110548,0.7015839906209654,0.3289345761239898,0.2700263732630559,0.4595742518632071,0.710189830901573,0.3399688950952338,0.9044403224079468,0.2737604503945151,0.867758372345123,170.77716694400357,6321.533030938566,26.939326342163096
9,402411,0.5339316984312813,0.31924273699109,0.7795744809966191,0.7539261251911639,0.8507457008268197,0.5142019565593396,0.901317558528758,0.3954442628472019,0.9051538395614996,0.9204859034474568,0.417277426429252,0.7530894817781678,0.8909742498318661,0.9732714093325974,0.8746041775431816,0.0010801627216605,0.7849105556923617,0.3619180108467705,0.5586411792362583,0.4547938055912319,0.7882127432479273,0.5254945075721164,0.0318090073655728,0.7705784735303728,0.8014929641584358,0.0746631078066079,0.1746809408904034,0.8734540475169079,0.9563406916640704,0.395201870553833,0.8705040419779382,0.241318866880105,0.3654638818655829,0.9493830121840894,0.454891203146349,0.47044711438989,0.95199006497822,0.6692895577281374,0.4321553599800546,0.7050171472339072,0.5963201274695884,0.8763586565833161,0.4671568495803122,0.7385143610119962,0.1574798995995303,0.1682104305601926,0.5584534723233013,0.1824725656153977,0.2079085218089218,0.6325587639985344,0.6727137941291641,0.2274441047086937,0.9442124012016072,0.1155164836125811,0.9032464729875122,0.7640917049596015,0.4346735177433742,0.5959878927565683,143.93124878321478,5945.146187272749,15.594609421325611
10,402412,0.6978508491588129,0.8367492940291436,0.2385582851344419,0.3606529659714156,0.3458223087439238,0.2694053643222624,0.9865259049498324,0.2731594504792822,0.046967288543885,0.8483220291778223,0.0300203165420274,0.1667466154828051,0.8837272818942472,0.5047007499908018,0.6539855583916053,0.0967574135744464,0.8027069145643501,0.5998454183314826,0.3056406918122889,0.4634594741351746,0.9683748026810518,0.0342314415449305,0.6285003986504843,0.3486180722306678,0.5222988135636485,0.1361758747999346,0.6970417593425808,0.4244978083203579,0.6522691225893276,0.5251341964809728,0.8309712158108186,0.8576376320017474,0.5425411313781603,0.3004711117635361,0.6477757142600532,0.0265567407531449,0.3372265585501161,0.2341981621519014,0.3489277811780245,0.6100468814527215,0.3852641243920259,0.071314939726102,0.1518033095889274,0.4658124301834067,0.2052255229405439,0.5809437993717008,0.2914855182538335,0.0338471234052083,0.3358114893497947,0.1584786340280211,0.1526667545961159,0.1780339028700706,0.2723420694236845,0.8636149593818644,0.9082709616671746,0.1016323225547307,0.0296795599589389,0.3852953015584563,150.45201003756196,5889.287042970895,127.98811557986801
